職業	事件名稱	事件內容	屬性	等級	影響
農墾	受邀參加土壤的私人夜宴·第26條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:正向,快樂:中性,名譽:中性"	普通	"27,0,0"
農墾	匿名校友的作物基金饋贈·第27條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:正向,快樂:中性,名譽:中性"	普通	"20,0,0"
農墾	因培育技術破紀錄被引用·第28條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
農墾	在舊市集淘到絕版作物·第29條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
農墾	跨領域的收穫靈感碰撞·第30條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
農墾	深夜的耕作突破·第31條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
農墾	跨越世代的土壤對談·第32條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:中性"	普通	"21,0,0"
農墾	來自農友的溫馨謝意·第33條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
農墾	在生態農場的隱藏發現·第34條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:中性,名譽:中性"	普通	"16,0,0"
農墾	關於作物的靈魂共鳴·第35條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
農墾	核心作物遭同行惡意剽竊·第36條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:負向,快樂:中性,名譽:中性"	普通	"-24,0,0"
農墾	資方無預警削減耕作預算·第37條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
農墾	發言遭斷章取義引發風波·第38條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	信任的農友私自帶走源碼·第39條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:負向,快樂:中性,名譽:中性"	普通	"-23,0,0"
農墾	因過度投入耕作而忽略家庭·第40條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:負向,快樂:中性,名譽:中性"	普通	"-23,0,0"
農墾	耕作設備突發短路·第41條線索	由於突發的不可抗力設備短路，你苦心維護了半年的重要成果與觀測樣本在一夜之間全部失去活性。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	關鍵晉升遭土壤惡意擱置·第42條線索	你提交的晉升或審評因背後的派系鬥爭遭到惡意擱置，相關機構寄來的延期信冷冰冰地躺在你的信箱裡。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	在收穫時當眾得罪權威·第43條線索	在關鍵的研討會或談判桌上，你當眾指出了一位資深權威的嚴重數據錯誤，現場氣氛瞬間降到冰點。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-2,0"
農墾	精心撰寫的作物被駁回·第44條線索	你辛苦撰寫了數萬字的核心項目申請書，被資方委員會以缺乏可行性為由無情駁回，付出付諸東流。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	今天在生態農場陷入冷場·第45條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	核心作物遭同行惡意剽竊·第46條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
農墾	資方無預警削減耕作預算·第47條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-1,0"
農墾	發言遭斷章取義引發風波·第48條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-2,0"
農墾	信任的農友私自帶走源碼·第49條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
農墾	因過度投入耕作而忽略家庭·第50條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:負向,快樂:中性,名譽:中性"	普通	"-17,0,0"
農墾	核心作物獲頂級認證·第51條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:正向,名譽:中性"	稀有	"44,3,0"
農墾	拿到海外耕作資助·第52條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:中性"	稀有	"44,0,0"
農墾	公開收穫大會座無虛席·第53條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	稀有	"36,0,0"
農墾	成功破譯作物瓶頸·第54條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:正向,名譽:中性"	稀有	"32,2,0"
農墾	指導的農友斬獲大獎·第55條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:正向,快樂:正向,名譽:中性"	稀有	"44,3,0"
農墾	受邀參加土壤的私人夜宴·第56條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:中性,名譽:正向"	稀有	"0,0,4"
農墾	匿名校友的作物基金饋贈·第57條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:正向,快樂:中性,名譽:正向"	稀有	"34,0,3"
農墾	因培育技術破紀錄被引用·第58條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:正向,快樂:中性,名譽:中性"	稀有	"34,0,0"
農墾	在舊市集淘到絕版作物·第59條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:正向,快樂:正向,名譽:中性"	稀有	"40,2,0"
農墾	跨領域的收穫靈感碰撞·第60條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,3,2"
農墾	深夜的耕作突破·第61條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:中性,名譽:正向"	稀有	"0,0,3"
農墾	跨越世代的土壤對談·第62條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:正向"	稀有	"40,0,2"
農墾	來自農友的溫馨謝意·第63條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:正向,名譽:中性"	稀有	"43,2,0"
農墾	在生態農場的隱藏發現·第64條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:中性,名譽:中性"	稀有	"34,0,0"
農墾	今天在生態農場陷入冷場·第65條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:中性,快樂:負向,名譽:中性"	稀有	"0,-3,0"
農墾	核心作物遭同行惡意剽竊·第66條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:負向,快樂:中性,名譽:負向"	稀有	"-26,0,-2"
農墾	資方無預警削減耕作預算·第67條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:負向,名譽:中性"	稀有	"0,-3,0"
農墾	發言遭斷章取義引發風波·第68條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:中性,快樂:中性,名譽:負向"	稀有	"0,0,-3"
農墾	信任的農友私自帶走源碼·第69條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:中性,快樂:負向,名譽:負向"	稀有	"0,-3,-3"
農墾	因過度投入耕作而忽略家庭·第70條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:負向,快樂:中性,名譽:中性"	稀有	"-22,0,0"
農墾	受邀參加土壤的私人夜宴·第71條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:正向,名譽:中性"	傳奇	"58,3,0"
農墾	匿名校友的作物基金饋贈·第72條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:正向,名譽:正向"	傳奇	"46,4,4"
農墾	因培育技術破紀錄被引用·第73條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:正向,名譽:正向"	傳奇	"0,4,4"
農墾	在舊市集淘到絕版作物·第74條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:中性,名譽:正向"	傳奇	"57,0,5"
農墾	今天在生態農場陷入冷場·第75條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:負向,快樂:負向,名譽:負向"	傳奇	"-35,-4,-3"
企業	深夜的商戰突破·第1條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"18,0,0"
企業	跨越世代的股東對談·第2條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	來自客戶的溫馨謝意·第3條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	在摩天大樓的隱藏發現·第4條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:中性,名譽:中性"	普通	"18,0,0"
企業	關於項目的靈魂共鳴·第5條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	核心項目獲頂級認證·第6條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	拿到海外商戰資助·第7條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	公開收購大會座無虛席·第8條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	成功破譯項目瓶頸·第9條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	指導的客戶斬獲大獎·第10條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	受邀參加股東的私人夜宴·第11條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"21,0,0"
企業	匿名校友的項目基金饋贈·第12條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	因談判技術破紀錄被引用·第13條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	普通	"25,0,0"
企業	在舊市集淘到絕版項目·第14條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	跨領域的收購靈感碰撞·第15條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
企業	深夜的商戰突破·第16條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	跨越世代的股東對談·第17條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	來自客戶的溫馨謝意·第18條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	在摩天大樓的隱藏發現·第19條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	關於項目的靈魂共鳴·第20條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	核心項目獲頂級認證·第21條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
企業	拿到海外商戰資助·第22條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:中性"	普通	"28,0,0"
企業	公開收購大會座無虛席·第23條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	成功破譯項目瓶頸·第24條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
企業	指導的客戶斬獲大獎·第25條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	受邀參加股東的私人夜宴·第26條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	匿名校友的項目基金饋贈·第27條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	因談判技術破紀錄被引用·第28條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:正向,快樂:中性,名譽:中性"	普通	"28,0,0"
企業	在舊市集淘到絕版項目·第29條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	跨領域的收購靈感碰撞·第30條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	深夜的商戰突破·第31條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
企業	跨越世代的股東對談·第32條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
企業	來自客戶的溫馨謝意·第33條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
企業	在摩天大樓的隱藏發現·第34條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
企業	關於項目的靈魂共鳴·第35條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
企業	核心項目遭同行惡意剽竊·第36條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:負向,快樂:中性,名譽:中性"	普通	"-18,0,0"
企業	資方無預警削減商戰預算·第37條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
企業	發言遭斷章取義引發風波·第38條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:負向,快樂:中性,名譽:中性"	普通	"-19,0,0"
企業	信任的客戶私自帶走源碼·第39條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:負向,快樂:中性,名譽:中性"	普通	"-25,0,0"
企業	因過度投入商戰而忽略家庭·第40條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:負向,快樂:中性,名譽:中性"	普通	"-18,0,0"
企業	商戰設備突發短路·第41條線索	由於突發的不可抗力設備短路，你苦心維護了半年的重要成果與觀測樣本在一夜之間全部失去活性。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-2,0"
企業	關鍵晉升遭股東惡意擱置·第42條線索	你提交的晉升或審評因背後的派系鬥爭遭到惡意擱置，相關機構寄來的延期信冷冰冰地躺在你的信箱裡。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-1,0"
企業	在收購時當眾得罪權威·第43條線索	在關鍵的研討會或談判桌上，你當眾指出了一位資深權威的嚴重數據錯誤，現場氣氛瞬間降到冰點。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
企業	精心撰寫的項目被駁回·第44條線索	你辛苦撰寫了數萬字的核心項目申請書，被資方委員會以缺乏可行性為由無情駁回，付出付諸東流。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
企業	今天在摩天大樓陷入冷場·第45條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-1,0"
企業	核心項目遭同行惡意剽竊·第46條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:負向,快樂:中性,名譽:中性"	普通	"-21,0,0"
企業	資方無預警削減商戰預算·第47條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
企業	發言遭斷章取義引發風波·第48條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:負向,快樂:中性,名譽:中性"	普通	"-12,0,0"
企業	信任的客戶私自帶走源碼·第49條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:負向,快樂:中性,名譽:中性"	普通	"-20,0,0"
企業	因過度投入商戰而忽略家庭·第50條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
