職業	事件名稱	事件內容	屬性	等級	影響
電影明星	深夜的票房突破·第1條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"16,0,0"
電影明星	跨越世代的導演對談·第2條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:中性"	普通	"24,0,0"
電影明星	來自粉絲的溫馨謝意·第3條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	在好萊塢片場的隱藏發現·第4條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	關於劇本的靈魂共鳴·第5條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	核心劇本獲頂級認證·第6條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	拿到海外票房資助·第7條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	公開演出大會座無虛席·第8條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	成功破譯劇本瓶頸·第9條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
電影明星	指導的粉絲斬獲大獎·第10條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	受邀參加導演的私人夜宴·第11條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	匿名校友的劇本基金饋贈·第12條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:中性"	普通	"17,0,0"
電影明星	因試鏡技術破紀錄被引用·第13條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	普通	"15,0,0"
電影明星	在舊市集淘到絕版劇本·第14條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	跨領域的演出靈感碰撞·第15條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
電影明星	深夜的票房突破·第16條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:正向,快樂:中性,名譽:中性"	普通	"30,0,0"
電影明星	跨越世代的導演對談·第17條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	來自粉絲的溫馨謝意·第18條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	在好萊塢片場的隱藏發現·第19條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	關於劇本的靈魂共鳴·第20條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	核心劇本獲頂級認證·第21條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"30,0,0"
電影明星	拿到海外票房資助·第22條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	公開演出大會座無虛席·第23條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	成功破譯劇本瓶頸·第24條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
電影明星	指導的粉絲斬獲大獎·第25條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:正向,快樂:中性,名譽:中性"	普通	"25,0,0"
電影明星	受邀參加導演的私人夜宴·第26條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	匿名校友的劇本基金饋贈·第27條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	因試鏡技術破紀錄被引用·第28條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
電影明星	在舊市集淘到絕版劇本·第29條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	跨領域的演出靈感碰撞·第30條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
電影明星	深夜的票房突破·第31條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	跨越世代的導演對談·第32條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	來自粉絲的溫馨謝意·第33條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
電影明星	在好萊塢片場的隱藏發現·第34條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
電影明星	關於劇本的靈魂共鳴·第35條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:正向,快樂:中性,名譽:中性"	普通	"26,0,0"
電影明星	核心劇本遭同行惡意剽竊·第36條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
電影明星	資方無預警削減票房預算·第37條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
電影明星	發言遭斷章取義引發風波·第38條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:負向,快樂:中性,名譽:中性"	普通	"-19,0,0"
電影明星	信任的粉絲私自帶走源碼·第39條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-2,0"
電影明星	因過度投入票房而忽略家庭·第40條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-1,0"
電影明星	票房設備突發短路·第41條線索	由於突發的不可抗力設備短路，你苦心維護了半年的重要成果與觀測樣本在一夜之間全部失去活性。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
電影明星	關鍵晉升遭導演惡意擱置·第42條線索	你提交的晉升或審評因背後的派系鬥爭遭到惡意擱置，相關機構寄來的延期信冷冰冰地躺在你的信箱裡。	"財富:負向,快樂:中性,名譽:中性"	普通	"-25,0,0"
電影明星	在演出時當眾得罪權威·第43條線索	在關鍵的研討會或談判桌上，你當眾指出了一位資深權威的嚴重數據錯誤，現場氣氛瞬間降到冰點。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
電影明星	精心撰寫的劇本被駁回·第44條線索	你辛苦撰寫了數萬字的核心項目申請書，被資方委員會以缺乏可行性為由無情駁回，付出付諸東流。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-2"
電影明星	今天在好萊塢片場陷入冷場·第45條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-2,0"
電影明星	核心劇本遭同行惡意剽竊·第46條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:中性,快樂:中性,名譽:負向"	普通	"0,0,-1"
電影明星	資方無預警削減票房預算·第47條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:負向,快樂:中性,名譽:中性"	普通	"-18,0,0"
電影明星	發言遭斷章取義引發風波·第48條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:負向,快樂:中性,名譽:中性"	普通	"-11,0,0"
電影明星	信任的粉絲私自帶走源碼·第49條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:負向,快樂:中性,名譽:中性"	普通	"-21,0,0"
電影明星	因過度投入票房而忽略家庭·第50條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:中性,快樂:負向,名譽:中性"	普通	"0,-1,0"
電影明星	核心劇本獲頂級認證·第51條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,3,2"
電影明星	拿到海外票房資助·第52條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:中性,名譽:正向"	稀有	"42,0,2"
電影明星	公開演出大會座無虛席·第53條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	稀有	"38,0,0"
電影明星	成功破譯劇本瓶頸·第54條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,2,3"
電影明星	指導的粉絲斬獲大獎·第55條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,2,3"
電影明星	受邀參加導演的私人夜宴·第56條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,3,3"
電影明星	匿名校友的劇本基金饋贈·第57條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:正向,快樂:中性,名譽:正向"	稀有	"42,0,2"
電影明星	因試鏡技術破紀錄被引用·第58條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:正向,快樂:正向,名譽:中性"	稀有	"45,3,0"
電影明星	在舊市集淘到絕版劇本·第59條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:正向,快樂:中性,名譽:正向"	稀有	"45,0,2"
電影明星	跨領域的演出靈感碰撞·第60條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	稀有	"0,0,4"
電影明星	深夜的票房突破·第61條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:正向,名譽:中性"	稀有	"33,3,0"
電影明星	跨越世代的導演對談·第62條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:中性,名譽:正向"	稀有	"0,0,2"
電影明星	來自粉絲的溫馨謝意·第63條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:正向"	稀有	"32,0,3"
電影明星	在好萊塢片場的隱藏發現·第64條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:正向,名譽:正向"	稀有	"0,2,3"
電影明星	今天在好萊塢片場陷入冷場·第65條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:中性,快樂:負向,名譽:負向"	稀有	"0,-3,-3"
電影明星	核心劇本遭同行惡意剽竊·第66條線索	你赫然發現自己尚未公開的核心創意與成果，竟然出現在了同單位另一位資深前輩的新作與章節中。	"財富:中性,快樂:中性,名譽:負向"	稀有	"0,0,-2"
電影明星	資方無預警削減票房預算·第67條線索	由於校方或資方無預警削減相關預算，你的小組面臨經費斷絕、被迫解散核心助理與團隊的殘酷困境。	"財富:中性,快樂:中性,名譽:負向"	稀有	"0,0,-3"
電影明星	發言遭斷章取義引發風波·第68條線索	你在公開場合的某段私下發言被有心人斷章取義並上傳至網絡，引發了巨大的輿論風波與官方關切。	"財富:負向,快樂:中性,名譽:負向"	稀有	"-21,0,-3"
電影明星	信任的粉絲私自帶走源碼·第69條線索	你長年信任的首席助理或合作夥伴在項目完成前夕，私自帶走了核心源碼與客戶資料跳槽到了競爭對手那裡。	"財富:負向,快樂:中性,名譽:負向"	稀有	"-25,0,-3"
電影明星	因過度投入票房而忽略家庭·第70條線索	你因為過度專注於這條職業道路而嚴重忽略了家庭與身心健康，深夜回到家時，四周只有無盡的寂靜與冷清。	"財富:中性,快樂:負向,名譽:負向"	稀有	"0,-2,-3"
電影明星	受邀參加導演的私人夜宴·第71條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:正向"	傳奇	"0,3,4"
電影明星	匿名校友的劇本基金饋贈·第72條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:正向,快樂:正向,名譽:中性"	傳奇	"52,4,0"
電影明星	因試鏡技術破紀錄被引用·第73條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:正向,名譽:中性"	傳奇	"53,4,0"
電影明星	在舊市集淘到絕版劇本·第74條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:正向,名譽:正向"	傳奇	"54,3,4"
電影明星	今天在好萊塢片場陷入冷場·第75條線索	在今天的重要公開場合上，台下的聽眾全程反應冷淡，你的提問完全無人回應，陷入了無盡的尷尬。	"財富:負向,快樂:負向,名譽:負向"	傳奇	"-41,-4,-3"
航海	深夜的貨物突破·第1條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"27,0,0"
航海	跨越世代的水手對談·第2條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
航海	來自風暴的溫馨謝意·第3條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	普通	"27,0,0"
航海	在不沉之艦的隱藏發現·第4條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	關於航線的靈魂共鳴·第5條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	核心航線獲頂級認證·第6條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	拿到海外貨物資助·第7條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:正向,快樂:中性,名譽:中性"	普通	"27,0,0"
航海	公開探險大會座無虛席·第8條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
航海	成功破譯航線瓶頸·第9條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
航海	指導的風暴斬獲大獎·第10條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	受邀參加水手的私人夜宴·第11條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,1,0"
航海	匿名校友的航線基金饋贈·第12條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	因操舵技術破紀錄被引用·第13條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	普通	"21,0,0"
航海	在舊市集淘到絕版航線·第14條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,2"
航海	跨領域的探險靈感碰撞·第15條線索	發起的交流沙龍吸引了各界精英加入，一場思想的激烈碰撞與交鋒，讓所有人都有了相見恨晚的共?。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
航海	深夜的貨物突破·第16條線索	核心成果終於被行業內最頂級的機構無條件接受，你打開通知的那一刻，多日來的疲憊全部煙消雲散。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
航海	跨越世代的水手對談·第17條線索	成功申請到了著名的海外交流或資助計畫，不僅能全額報銷差旅費，還能前往夢寐以求的聖地進修。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
航海	來自風暴的溫馨謝意·第18條線索	一場公開演說或產品發布會座無虛席，甚至連走廊都擠滿了慕名而來的聽眾，結束後全場起立掌聲雷動。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
航海	在不沉之艦的隱藏發現·第19條線索	在連續不吃不睡的極限拼搏後，你終於成功解開了困擾眾人長達半個世紀的致命瓶頸，令人刮目相看。	"財富:正向,快樂:中性,名譽:中性"	普通	"26,0,0"
航海	關於航線的靈魂共鳴·第20條線索	你長年悉心指導的得意門生或團隊成員斬獲行業大獎，他們在領獎時透過鏡頭特別公開感謝你的啟蒙。	"財富:中性,快樂:中性,名譽:正向"	普通	"0,0,1"
航海	核心航線獲頂級認證·第21條線索	在深夜迎來重大突破。你的付出得到了周遭的一致推崇，讓你在這條道路上更有信心，鋪設了極高的起點。	"財富:正向,快樂:中性,名譽:中性"	普通	"24,0,0"
航海	拿到海外貨物資助·第22條線索	獲得了跨越世代的忘年交與高人指點。對方主動分享珍貴經驗，願意在關鍵時刻成為你的職涯引路人。	"財富:中性,快樂:正向,名譽:中性"	普通	"0,2,0"
航海	公開探險大會座無虛席·第23條線索	迎來了溫馨的小心意。周圍人自發送來感謝與卡片，證明你的堅守與付出真正溫暖並改變了他人的人生。	"財富:正向,快樂:中性,名譽:中性"	普通	"21,0,0"
航海	成功破譯航線瓶頸·第24條線索	在古老檔案或廢棄角落裡，意外發現了隱藏的秘密。這項發現有可能填補行業空白，甚至改寫部分歷史。	"財富:正向,快樂:中性,名譽:中性"	普通	"26,0,0"
